,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,estimated_generation_gwh,city,state,aqi,pm10,co,o3,so2,no2
419,p.e. veciana,WRI1023541,29.27,41.6377,1.4353,wind,134.283274442596,Lleida,Catalunya,15.0,4.33263,359.654,9.66667,1.0,6.0
420,p.e.el roblecillo de arriba,WRI1007278,49.8,40.5934,-1.9095,wind,228.4696640670065,Guadalajara,Castilla-La Mancha,34.0,4.750719999999999,316.262,72.509,0.837259,1.6922099999999998
421,p.e.hueneja 3,WRI1007279,49.5,37.1766,-2.9502,wind,227.0933407894944,Granada,Andalucía,31.0,33.66,330.0,19.0,2.0,38.0
422,padornelo,WRI1007282,31.45,42.0357,-6.9054,wind,144.28455692585052,Zamora,Castilla y León,30.0,11.0,100.0,65.7141,0.522472,2.46335
423,palos de la frontera grupo 1,WRI1007283,1167.0,37.1843,-6.8857,gas,2108.9218745078197,Huelva,Andalucía,37.0,23.28,265.0,80.3769,4.21703,3.7432199999999995
424,pampaneira,WRI1007285,12.8,36.9402,-3.361,hydro,35.12428782788526,Granada,Andalucía,36.0,11.300999999999998,215.0,78.51,1.1,2.32
425,papelera guipuzcoana,WRI1007287,79.918,43.2596,-1.9688,gas,144.4222950873316,Gipuzkoa,Euskadi,32.0,2.25867,200.0,70.1,0.719912,1.3
426,papelera romani,WRI1007290,18.801,43.3,-7.5833,oil,56.890430244600495,Lugo,Galicia,27.0,0.12154100000000001,100.0,57.9357,0.41536999999999996,1.0
427,paramo de la mesuca,WRI1007294,36.0,42.6654,-3.5014,wind,165.1587933014505,Burgos,Castilla y León,31.0,3.18896,296.235,66.4294,3.0,1.885
428,paramo de poza i,WRI1007295,96.76,42.6654,-3.5014,wind,443.910134440232,Burgos,Castilla y León,31.0,3.18896,296.235,66.4294,3.0,1.885
429,parque eolico a carba,WRI1007301,19.5,43.3,-7.6833,wind,89.4610130382857,Lugo,Galicia,27.0,0.12154100000000001,100.0,57.9357,0.41536999999999996,1.0
430,parque eolico aibar,WRI1007302,33.84,42.592,-1.3604,wind,155.2492657033635,Navarra,Navarra,31.0,8.0,100.0,67.5023,0.5299229999999999,2.0777799999999997
431,parque eolico alabe-soan,WRI1007303,19.5,38.4,-6.4667,wind,89.4610130382857,Badajoz,Extremadura,29.0,7.40827,315.845,63.0319,125.0,3.4968800000000004
432,parque eolico alconera,WRI1007304,14.4,38.4,-6.4667,wind,66.0635173205802,Badajoz,Extremadura,29.0,7.40827,315.845,63.0319,125.0,3.4968800000000004
433,parque eolico alto de la moreruela,WRI1007313,49.5,40.0167,-0.65,wind,227.0933407894944,Castelló,Comunidad Valenciana,22.0,24.0,352.97900000000004,33.0,0.32642899999999997,9.0
434,parque eolico alto palancia iii,WRI1007317,94.0,39.9894,-0.6804,wind,431.2479602871208,Castellón,Comunidad Valenciana,22.0,24.0,352.97900000000004,33.0,0.32642899999999997,9.0
435,parque eolico arriello,WRI1007325,24.42,40.4288,-0.2577,wind,112.03271478948393,Castellón,Comunidad Valenciana,54.0,24.0,385.106,18.5,3.0,3.0
436,parque eolico belchite,WRI1007333,49.5,41.3032,-0.7505,wind,227.0933407894944,Zaragoza,Aragón,8.0,4.01,216.0,16.7675,3.975,32.122
437,parque eolico boira,WRI1007337,34.5,41.8341,-1.5327,wind,158.27717691389006,Zaragoza,Aragón,24.0,3.11571,375.0,51.0,1.0,8.3
438,parque eolico borja 2,WRI1007338,37.51000000000001,41.8341,-1.5327,wind,172.0862871315947,Zaragoza,Aragón,24.0,3.11571,375.0,51.0,1.0,8.3
439,parque eolico calderon,WRI1007341,18.0,39.4085,-2.2017,wind,82.57939665072523,Cuenca,Castilla-La Mancha,11.0,2.96248,344.217,24.3187,0.05710169999999999,4.45545
440,parque eolico cerro de la higuera,WRI1007350,36.0,36.878,-4.8469,wind,165.1587933014505,Málaga,Andalucía,32.0,18.5299,338.0,26.8221,0.944361,11.0529
441,parque eolico cerro de la nevera,WRI1007352,31.5,39.8833,-0.95,wind,144.51394413876918,Valencia,Comunidad Valenciana,19.0,6.0,352.97900000000004,40.9037,0.32642899999999997,9.0
442,parque eolico colmenar ii,WRI1007359,28.0,39.9667,-0.25,wind,128.4568392344615,Castellón,Comunidad Valenciana,50.0,24.0,250.0,25.75,3.0,10.6667
443,parque eolico corme g-3,WRI1007361,18.3,43.2433,-8.9008,wind,83.95571992823734,A Coruña,Galicia,30.0,0.123394,378.01300000000003,64.0,1.3,4.73391
444,parque eolico cortijo de guerra ii,WRI1007362,28.0,36.6865,-6.1361,wind,128.4568392344615,Cádiz,Andalucía,44.0,21.0678,378.01300000000003,19.6472,5.0,32.3877
445,parque eolico cortijo de iruelas,WRI1007363,13.6,37.3167,-4.05,wind,62.393321913881294,Granada,Andalucía,36.0,14.2686,215.0,78.51,1.1,2.32
446,parque eolico cortijo la linera,WRI1007364,28.0,38.1144,-2.5711,wind,128.4568392344615,Jaén,Andalucía,24.0,4.93159,322.52099999999996,50.961999999999996,0.30593899999999996,20.0
447,parque eolico couto de san sebastian,WRI1007366,18.0,42.69600000000001,-8.2465,wind,82.57939665072523,Pontevedra,Galicia,29.0,18.0,170.0,58.0,1.15,18.5
448,parque eolico cruz de hierro,WRI1007368,14.52,40.7167,-4.45,wind,66.61404663158504,Ávila,Castilla y León,25.0,19.0,600.0,32.5,2.0,14.0
449,parque eolico de la solana,WRI1007389,24.0,38.6328,-0.8197,wind,110.10586220096701,Alicante,Comunidad Valenciana,21.0,10.8879,389.278,33.5,2.145,10.6667
450,parque eolico de las azorrillas,WRI1007390,32.0,37.1882,-3.6067,wind,146.807816267956,Granada,Andalucía,36.0,14.4258,215.0,78.51,1.1,2.32
451,parque eolico de las pedrizas,WRI1007391,24.0,37.1882,-3.6067,wind,110.10586220096701,Granada,Andalucía,36.0,14.4258,215.0,78.51,1.1,2.32
452,parque eolico de los visos,WRI1007392,24.42,41.6336,-1.2744,wind,112.03271478948393,Zaragoza,Aragón,8.0,4.01,216.0,16.7675,3.975,32.122
453,parque eolico de paxareiras iif (a runa),WRI1007395,24.6,42.8233,-9.0891,wind,112.85850875599121,A Coruña,Galicia,24.0,18.0,110.0,52.0,1.0,6.0
454,parque eolico de san gregorio,WRI1007399,15.0,42.0325,-1.5259,wind,68.81616387560436,Navarra,Navarra,24.0,3.11571,375.0,51.0,1.0,8.3
455,parque eolico dehesa del coscojar,WRI1007408,15.0,41.9006,-1.4199,wind,68.81616387560436,Zaragoza,Aragón,24.0,2.9750099999999997,375.0,51.0,1.0,8.3
456,parque eolico el bancal,WRI1007418,21.0,36.0139,-5.6069,wind,96.34262942584611,Cádiz,Andalucía,50.0,23.6388,383.85400000000004,19.4907,9.37283,24.0
457,parque eolico el centenar,WRI1007423,40.0,36.539,-5.3868,wind,183.509770334945,Málaga,Andalucía,27.0,17.1534,394.702,48.0115,0.8819620000000001,24.0
458,parque eolico el conjuro,WRI1007425,17.0,36.7507,-3.5179,wind,77.99165239235163,Granada,Andalucía,36.0,13.5171,215.0,78.51,1.1,2.32
459,parque eolico el guijo,WRI1007428,47.6,41.0983,-2.5741,wind,218.3766266985845,Guadalajara,Castilla-La Mancha,25.0,4.38159,322.938,53.9124,0.198139,2.76323
460,parque eolico el moral,WRI1007431,25.5,38.8299,-3.5781,wind,116.98747858852744,Ciudad Real,Castilla-La Mancha,14.0,7.12437,320.85200000000003,31.0,0.11804500000000001,2.95066
461,parque eolico el moralejo,WRI1007432,16.25,38.9667,-1.2167,wind,74.55084419857141,Albacete,Castilla-La Mancha,69.0,4.9294,366.33,29.0,362.5,5.060569999999999
462,parque eolico el pical,WRI1007436,19.8,41.7494,-2.1887,wind,90.83733631579778,Soria,Castilla y León,18.0,12.0,304.997,39.0,2.0,41.0
463,parque eolico el picazo,WRI1007437,50.0,39.45,-2.0833,wind,229.38721291868129,Cuenca,Castilla-La Mancha,37.0,23.0,310.0,28.0,2.0,27.0
464,parque eolico el tablado,WRI1007446,19.8,41.7175,-1.8109,wind,90.83733631579778,Soria,Castilla y León,24.0,3.5973599999999997,375.0,51.0,1.0,8.3
465,parque eolico el toranzo,WRI1007447,18.0,41.7631,-1.8882,wind,82.57939665072523,Soria,Castilla y León,24.0,3.11571,375.0,51.0,1.0,8.3
466,parque eolico enix,WRI1007452,13.2,36.8773,-2.6018,wind,60.558224210531854,Almería,Andalucía,15.0,6.84558,367.999,17.6579,0.6938350000000001,12.0
467,parque eolico fuente de cantos,WRI1007458,28.0,38.25,-6.3,wind,128.4568392344615,Badajoz,Extremadura,36.0,11.2042,200.0,77.0,125.0,2.3
468,parque eolico hermanas,WRI1007465,28.38,37.2829,-5.9209,wind,130.2001820526435,Sevilla,Andalucía,31.0,14.4311,610.0,16.3168,0.291038,13.2164
469,parque eolico ibargoiti,WRI1007467,22.44,42.653,-1.3067,wind,102.94898115790414,Navarra,Navarra,31.0,8.0,100.0,67.5023,0.5299229999999999,2.0777799999999997
470,parque eolico la bobia - san isidro,WRI1007473,49.3,43.5167,-6.6833,wind,226.17579193781967,Asturias,Principado de Asturias,26.0,0.446457,326.276,56.0,1.35228,2.9346
471,parque eolico la cuesta,WRI1007478,27.2,43.2155,-6.8757,wind,124.78664382776259,Asturias,Principado de Asturias,26.0,0.603221,338.793,56.0,2.52575,3.4915300000000005
472,parque eolico la maza,WRI1007485,22.95,39.6,-1.8,wind,105.28873072967473,Cuenca,Castilla-La Mancha,4.0,1.0,351.727,4.0,3.0,21.0
473,parque eolico la molata,WRI1007486,17.25,39.4085,-2.2017,wind,79.13858845694503,Cuenca,Castilla-La Mancha,11.0,2.96248,344.217,24.3187,0.05710169999999999,4.45545
474,parque eolico la muela,WRI1007487,51.48,41.5919,-1.1577,wind,236.17707442107425,Zaragoza,Aragón,8.0,4.01,216.0,16.7675,3.975,32.122
475,parque eolico la retuerta,WRI1007494,38.0,37.5076,-7.2704,wind,174.33428181819775,Huelva,Andalucía,33.0,23.28,265.0,70.2739,0.235857,2.80072
476,parque eolico la solana,WRI1007496,44.2,38.6328,-0.8197,wind,202.77829622011424,Alicante,Comunidad Valenciana,21.0,10.8879,389.278,33.5,2.145,10.6667
477,parque eolico lacera,WRI1007503,25.74,38.6137,-1.1147,wind,118.08853721053707,Murcia,Región de Murcia,69.0,9.19885,381.76800000000003,30.8007,362.5,8.096919999999999
478,parque eolico lanchar,WRI1007504,24.42,42.0635,-7.7246,wind,112.03271478948393,Ourense,Galicia,29.0,11.0,165.0,60.5285,0.3241,31.0
479,parque eolico larouco,WRI1007505,41.65,42.0635,-7.7246,wind,191.07954836126143,Ourense,Galicia,29.0,11.0,165.0,60.5285,0.3241,31.0
